"popsong_lyrics","singer","element_id"
"The best of both worlds, yeah","Miley Cyrus",2439
"You go to movie premieres
(Is that Orlando Bloom)
Hear your songs on the radio
Living two lifes is a little weird (ya)
But school's cool nobody knows","Miley Cyrus",2440
"Ya, you get to be a small town girl
But big time when you play your guitar","Miley Cyrus",2441
"You get the best of both worlds
Chill it out, take it slow
Then you rock out the show
You get the best of both worlds
Mix all together
And you know that it's the best of both
You know the best of both worlds","Miley Cyrus",2442
"Pictures and autographs
You get your face in all the magazines
The best part is that
You get to be Whoever you wanna be","Miley Cyrus",2443
"Ya, best of both
You got the best of both
Come on, mess the flow","Miley Cyrus",2444
"Who would have thought that a girl like me
Would double a superstar","Miley Cyrus",2445
"You get the best of both worlds
Chill it out, take it slow
Then you rock out the show
You get the best of both worlds
Mix all together
And you know that it's the best you get","Miley Cyrus",2446
"You get the best of both worlds
Without the shades and the hair
You can go everywhere
You get the best of both girls
Mix it all together
It's all much better
Cos you know you got the best of both worlds","Miley Cyrus",2447
"You tuck me in,
Turn out the light
Kept me safe and sound at night
Little girls depend on things like that","Miley Cyrus",2448
"Brushed my teeth and combed my hair
Had to drive me everywhere
You were always there when I looked back","Miley Cyrus",2449
"You had to do it all alone
Make a living, make a home
Must have been as hard as it could be","Miley Cyrus",2450
"And when I couldn't sleep at night
Scared things wouldn't turn out right
You would hold my hand and sing to me","Miley Cyrus",2451
"Caterpillar in the tree, how you wonder who you'll be
Can't go far but you can always dream
Wish you may and wish you might
Don't you worry hold on tight.
I promise you there will come a day
Butterfly Fly Away
Butterfly Fly Away (butterfly fly away)","Miley Cyrus",2452
"Flap your wing now you can't stay
Take those dreams and make them all come true
Butterfly Fly Away (butterfly fly away)
We been waiting for this day
All along and know just what to do
Butterfly,
Butterfly,
Butterfly,
Butterfly Fly Away
yeah...ohhh
Butterfly fly away","Miley Cyrus",2453
"For those who don't know me, I can get a bit crazy
Have to get my way, 24 hours a day
'Cause I'm hot like that
Every guy everywhere just gives me mad attention
Like I'm under inspection, I always get the 10s
'Cause I'm built like that","Miley Cyrus",2454
"I go through guys like money flyin' out their hands
They try to change me but they realize they can't
And every tomorrow is a day I never planned
If you're gonna be my man, understand","Miley Cyrus",2455
"[Chorus]
I can't be tamed, I can't be saved
I can't be blamed, I can't, can't
I can't be tamed, I can't be changed
I can't be saved, I can't be (can't be)
I can't be tamed","Miley Cyrus",2456
"If I see my reflection about my intentions
I'll tell ya I'm not here to sell ya
Or tell ya to get to hell
I'm like a puzzle but all of my pieces are jagged
If you can understand this, we can make some magic
I'm on like that","Miley Cyrus",2457
"I wanna fly I wanna drive I wanna go
I wanna be a part of something I don't know
And if you try to hold me back I might explode
Baby by now you should know","Miley Cyrus",2458
"[Chorus]","Miley Cyrus",2459
"I'm not a trick you play, I ride a different way
I'm not a mistake, I'm not a fake, It's set in my DNA
Don't change me (x4)
(I can't be tamed)","Miley Cyrus",2460
"I wanna fly I wanna drive I wanna go
I wanna be a part of something I don't know
And if you try to hold me back I might explode
Baby by now you should know","Miley Cyrus",2461
"[Chorus]","Miley Cyrus",2462
"I've been runnin' in circles all day long
I'm out of breath but I'm still going strong
I'm gonna get'cha yeah no matter what they say
You think I'm losing but I Always get my way","Miley Cyrus",2463
"Don't walk away when I'm talkin' to you
This ain't no time for your bad attitude
Don't gimme,that face,
When you know I'm really down for the chase cuz my hearts already in it and i'm never gonna quit it when you finally gonna get it
Don't walk away
When I'm talkin' to you","Miley Cyrus",2464
"You act, Act like
That I don't have a clue
You think You know it all
But I'm so onto you
You think you figured out just how to win this game
I'm on your tracks yeah
I know every move you make","Miley Cyrus",2465
"Don't walk away when I'm talkin' to you
This ain't no time for your bad attitude
Don't gimme,that face,
When you know I'm really down for the chase cuz my hearts already in it and i'm never gonna quit it when you finally gonna get it
Don't walk away","Miley Cyrus",2466
"I won't give up just like that
I'm gonna make you mine if it takes everything I have","Miley Cyrus",2467
"Don't walk away when I'm talkin' to you
This ain't no time for your bad attitude
Don't gimme,that face,
When you know I'm really down for the chase cuz my hearts already in it and i'm never gonna quit it when you finally gonna get it
Don't walk away","Miley Cyrus",2468
"When I'm talking to you","Miley Cyrus",2469
"Yeah","Miley Cyrus",2470
"Don't gimme,that face,
When you know I'm really down for the chase cuz my hearts already in it and i'm never gonna quit it when you finally gonna get it
Don't walk away","Miley Cyrus",2471
"Do me a favor:
Tell me what you think about me.
Tell me how you want this to be.
Go out on a limb and just,
Dream.","Miley Cyrus",2472
"Paint a picture.
Choose your colors extra wise,
Especially what you put on my mind.
Imagine what itd be like to touch the sky.
(Yeah hee yeah!)","Miley Cyrus",2473
"Whoa, your thoughts are gonna pick me up.
Do you know,
Its good to feel too much.","Miley Cyrus",2474
"Whoa, you got my head in the clouds.
Whoa, you got me thinking out loud.
The more you dream about me,
The more that I believe,
That nothings ever out of reach.
So dream, dream, dream.","Miley Cyrus",2475
"I breathe your visions.
They pull me through the coldest of nights.
They steer me towards that moment in time,
When you show me what it means for you to be mine.
(Yeah hee yeah.)","Miley Cyrus",2476
"Whoa, youre giving me the will to try.
Do you know,
That theres happy in these lives","Miley Cyrus",2477
"Whoa, you got my head in the clouds.
Whoa, you got me thinking out loud.
The more you dream about me,
The more that I believe,
That nothings ever out of reach.
So dream, dream, dream.","Miley Cyrus",2478
"Ha, its like my birthday,
Every time you look at me.
Its like the best thing,
Every time that you,
Dream.
(Yeah hee yeah, yeah, yeah!)","Miley Cyrus",2479
"Whoa, your thoughts are gonna pick me up.
Do you know,
Its good to feel too much.
(Much!)","Miley Cyrus",2480
"Whoa, you got my head in the clouds.
Whoa, you got me thinking out loud.
The more you dream about me,
The more that I believe,
That nothings ever out of reach.
So dream, dream, dream.
Dream!
The more you dream about me,
The more that I believe,
That nothings ever out of reach.
So dream, dream, dream.
Dream.","Miley Cyrus",2481
"These four walls
They whisper to me
They know a secret
I knew they would not keep
It didn't take long
For the room to fill with dust
And these four walls came down around us","Miley Cyrus",2482
"It must have been something to send me out of my head
With the words so radical and not what I meant
Now I wait
For a break in the silence 'cause it's all that you left
Just me and these four walls again","Miley Cyrus",2483
"It's hard now to let you be
I won't make excuses
I've made my peace
It didn't take long
For me to lose the trust
'Cause these four walls
Were not strong enough","Miley Cyrus",2484
"It must have been something to send me out of my head
With the words so radical and not what I meant
Now I wait
For a break in the silence 'cause it's all that you left
Just me and these four walls again","Miley Cyrus",2485
"Yeah
It's difficult
Watching us fade
Knowing it's all my fault
My mistake
Yeah, and it's difficult
Letting you down
Knowing it's all my fault
You're not around","Miley Cyrus",2486
"It must have been something to send me out of my head
With the words so radical and not what I meant
Now I wait
For a break in the silence 'cause it's all that you left
Just me and these four walls again","Miley Cyrus",2487
"What could you hope to achieve
When I'm cryin' and you know why?
How do you find your reasons
In my deepest, darkest night?","Miley Cyrus",2488
"I keep givin' you up.","Miley Cyrus",2489
"I remember when
You were my only friend.
Now I'm not sure you can
Feel like that again.","Miley Cyrus",2490
"I keep givin' you up.","Miley Cyrus",2491
"[Chorus:]
And my,
You know my mind's made up this time.
There's no goin' back to find
What we had.
And I know
There's no light here left to shine,
There's no wrong where there's no right.
So enough.
I'm givin' you up.","Miley Cyrus",2492
"All the things that you said –
Well, you seem to forget –
Dance around in my head every night.","Miley Cyrus",2493
"And there's a battle within
That I'll never win.
'cause it's me that I'm up against.
It's my heart versus common sense.","Miley Cyrus",2494
"Can I give you up?","Miley Cyrus",2495
"[Chorus:]
And my,
You know my mind's made up this time.
There's no goin' back to find,
What we had.
And I know
There's no light here left to shine,
There's no wrong where there's no right.
So enough.
I'm giving you up.","Miley Cyrus",2496
"Strip the layers.
Make me better.
Help me get out clean.","Miley Cyrus",2497
"Show your colors.
I'm slipping under.
Help me through this, please.","Miley Cyrus",2498
"[Chorus:]
And my,
You know my mind's made up this time.
There's no goin' back to find
What we had.
And I know
There's no light here left to shine,
There's no wrong where there's no right.
So enough.
I'm giving you up.
Yeah, yeah.","Miley Cyrus",2499
"My mind's made up,
Yeah, yeah.
I'm giving you up,
I'm giving you up.
Hey, yeah.
I'm giving you up.","Miley Cyrus",2500
"Are you overloaded?
Candy coated
Your life's imploding now","Miley Cyrus",2501
"There's a risk worth taking
A pain worth aching
On this hollow ground","Miley Cyrus",2502
"We can let go
Don't hold on to all of life's hardest parts
When we think of stopping
Let's keep on rockin'
To the rhythm of our hearts","Miley Cyrus",2503
"We can, we can
Break out of here
Jump on over there
Where the air is clearer
We can, we can
Forget the pace
Win in our own race
Become a broken chain
We are broken chains
Good and broken","Miley Cyrus",2504
"Find the magic, go and grab it
Your fate is in your hands
Come on, find a reason
To believe in, just tell yourself (We can)","Miley Cyrus",2505
"We can, we can
Break out of here
Jump on over there
Where the air is clearer
We can, we can
Forget the pace
Win in our own race
Become a broken chain
We are broken chains
Good and broken","Miley Cyrus",2506
"Get off your seat
On your feet
Raise your hands
Feel the beat
Let it go
Lose control
Feel it in your soul","Miley Cyrus",2507
"Don't you know
What you can do
If you have faith in you
Let's not be invisible
There's no red light in life
Just go","Miley Cyrus",2508
"We can, we can
Break out of here
Jump on over there
Where the air is clearer
We can, we can
Forget the pace
Win in our own race
Become a broken chain
We are broken chains
Good and broken","Miley Cyrus",2509
"We can, we can
Yeah
We can, we can, we can, we can, we can
We can, we can, we can, we can, we can
We can, we can, we can, we can, we can
Good and broken","Miley Cyrus",2510
"I can honestly say you've been on my mind
Since I woke up today
I look at your photograph all the time
These memories come back to life
And I don't mind","Miley Cyrus",2511
"(Chorus)
I remember when we kissed
I still feel it on my lips
The time that you danced with me
With no music playing
I remember those simple things
I remember 'til I cry
But the one thing I wish I'd forget
The memory I want to forget","Miley Cyrus",2512
"Is goodbye","Miley Cyrus",2513
"I woke up this morning and played our song
And through my tears I sang along
I picked up the phone and then put it down
'Cause I know I'm wasting my time
And I don't mind","Miley Cyrus",2514
"(Chorus)","Miley Cyrus",2515
"Suddenly my cell phone's blowing up
With your ring-tone
I hesitate but answer it anyway
You sound so alone
And I'm surprised to hear you say","Miley Cyrus",2516
"You remember when we kissed
You still feel it on your lips
The time that you danced with me
With no music playing
You remember those simple things
We talk 'til we cry
You say that your biggest regret
The one thing you wish I'd forget
Is saying goodbye
Saying goodbye
Goodbye","Miley Cyrus",2517
"Boom clap
 Boom de clap de clap
 Boom-boom clap
 Boom de clap de clap
 Boom-boom clap
 Boom de clap de clap
 Boom-boom clap
 Boom de clap de clap","Miley Cyrus",2518
" Try it with me, here we go.
 Boom-boom clap
 Boom de clap de clap
 That's right
 Boom de clap de clap
 Boom-boom clap
 Boom de clap de clap","Miley Cyrus",2519
" 1-2-3 everybody come on off your seats,
 I'm gonna tell you bout a beat,
 That's gonna make you move your feet.","Miley Cyrus",2520
" I'll give the barbecue,
 Show and tell your how to move,
 If you're 5 or 82,
 This is something you can do.","Miley Cyrus",2521
" Pop it, lock it, polka-dot it
 Countrify it then hip-hop it.
 Put your hawk in the sky,
 And move side-to-side.
 Jump to the left, stick it, glide.
 Zig-zag, across the floor
 Shuffle in diagonal,
 When the drum hits, hands on your hips.
 One-footed, 180 twist.
 Then a zig-zag, step slide
 Lean it left, clap 3 times
 Shake it out, head to toe
 Throw it all together, that's how we roll.","Miley Cyrus",2522
" Do the hoedown (throwdown) [x3]","Miley Cyrus",2523
" Throw it all together, that's how we roll.","Miley Cyrus",2524
" We get to 4, 5, 6
 And you're feeling busted,
 But it's not time to quit,
 Practice makes you perfect.","Miley Cyrus",2525
" Pop it, lock it, polka-dot it
 Countrify it then hip-hop it.
 Put your hawk in the sky,
 And move it side-to-side.
 Jump to the left, stick it, glide.
 Zig-zag, cross the floor
 Shuffle in diagonal,
 When the drum hits, hands on your hips.
 One-footed, 180 twist.
 Then a zig-zag, step slide
 Lean it left, clap 3 times
 Shake it out, head to toe
 Throw it all together, that's how we roll.","Miley Cyrus",2526
" Do the hoedown (throwdown) [x3]","Miley Cyrus",2527
" Throw it all together, that's how we roll.","Miley Cyrus",2528
" Boom de clap de clap,
 Boom-boom clap.
 Come on, here we go.
 Boom-Boom clap,
 Boom de clap de clap.
 Boom-Boom clap,
 Boom de clap.","Miley Cyrus",2529
" Pop it, lock it, polka-dot it
 Countrify it then hip-hop it.
 Put your hawk in the sky,
 And move it side-to-side.
 Jump to the left, stick it, glide.
 Zig-zag, across the floor
 Shuffle in diagonal,
 When the drum hits, hands on your hips.
 One-footed, 180 twist.
 Then a zig-zag, step slide
 Lean it left, clap 3 times
 Shake it out, head to toe
 Throw it all together, that's how we roll.","Miley Cyrus",2530
" Do the hoedown (throwdown) [x3]","Miley Cyrus",2531
" Throw it all together, that's how we roll.","Miley Cyrus",2532
" Do the hoedown (throwdown) [x3]","Miley Cyrus",2533
" Throw it all together, that's how we roll.","Miley Cyrus",2534
" Boom dap clap, ba-boom dap clapclapclap
 Boom bap clap, ba-boom da clapclapclap
 Boom da clap, boom de clap de clap
 Throw it all together, that's how we roll.","Miley Cyrus",2535
"(miley)
ooooo
yeah
i didn't wanna listen to what you were sayin'
i thought that i knew all i need to know
i didn't realize that somewhere inside me
i knew you were right but i couldn't say so","Miley Cyrus",2536
"i can take care of myself, yeah, you taught me well","Miley Cyrus",2537
"(chorus: (miley))
i learned from you that i do not crumble
i learned that strength is something you choose
all of the reasons to keep on believin'
there's no question, that's a lesson, that i learned from you","Miley Cyrus",2538
"(billy ray)
we always don't agree on
what is the best way
to get to the place that we're going from here
but i can really trust you, and give you the distance,
to make your decisions without any fear","Miley Cyrus",2539
"(both)
i'm grateful for all of the times
you opened my eyes","Miley Cyrus",2540
"(chorus: (both))
i learned from you that i do not crumble
i learned that strength is something you choose
all of the reasons to keep on believin',
there's no question, that's a lesson
i learned from you","Miley Cyrus",2541
"(both)
you taught me to stand on my own","Miley Cyrus",2542
"(miley) and i thank you for that","Miley Cyrus",2543
"(both)
you saved me, you made me,
and now that i'm looking back","Miley Cyrus",2544
"(miley) i can say","Miley Cyrus",2545
"(both) woooaaahhhh!","Miley Cyrus",2546
"(miley) hmmmm... hmmmm... yeah!","Miley Cyrus",2547
"(both)
i learned from you that","Miley Cyrus",2548
"(miley) i learned from you","Miley Cyrus",2549
"(both)
i do not crumble
i learned that strength is something you choose","Miley Cyrus",2550
"(miley) something you choose","Miley Cyrus",2551
"(both)
all of the reasons to keep on believin',","Miley Cyrus",2552
"(miley) keep on believin'","Miley Cyrus",2553
"there's no question, that's a lesson that i learned from you","Miley Cyrus",2554
"(miley)
woooaaahhhh!
i learned from yoooouuu","Miley Cyrus",2555
"i learned that strength is something you choose
(billy ray) something you choose","Miley Cyrus",2556
"(both)
all of the reasons to keep on believin',
there's no question, that's a lesson that i learned from you","Miley Cyrus",2557
"(miley) yeah!","Miley Cyrus",2558
"(both)
i learned from you","Miley Cyrus",2559
"Sha la la la la
Sha la la la la","Miley Cyrus",2560
"You used to call me your angel
Said I was sent straight down from heaven
You'd hold me close in your arms","Miley Cyrus",2561
"I loved the way you felt so strong
I never wanted you to leave
I wanted you to stay here holding me","Miley Cyrus",2562
"[CHORUS:]
I miss you
I miss your smile
And I still shed a tear
Every once in a while
And even though it's different now
You're still here somehow
My heart won't let you go
And I need you to know
I miss you, sha la la la la
I miss you","Miley Cyrus",2563
"You used to call me your dreamer
And now I'm living out my dream
Oh how I wish you could see
Everything that's happening for me
I'm thinking back on the past
It's true that time is flying by too fast","Miley Cyrus",2564
"[CHORUS]","Miley Cyrus",2565
"I know you're in a better place, yeah
But I wish that I could see your face, oh
I know you're where you need to be
Even though it's not here with me","Miley Cyrus",2566
"[CHORUS x2]","Miley Cyrus",2567
"So what you see is only half the story
There's an other side of me
I'm the girl you know
But I'm someone else too
If you only knew
It's a crazy life
But I'm all that","Miley Cyrus",2568
"I got everything I've always wanted
Living the dream
So ya everything that I've always wanted
Isn't always what it seems
I'm a lucky girl whose dreams came true
But underneath it all, I'm just like you","Miley Cyrus",2569
"I got everything I've always wanted
Isn't always what it seems
I'm a lucky girl whose dreams came true
But underneath it all, I'm just like you","Miley Cyrus",2570
"YOU LIVE IN A TREE
LIAR!
OKAY, YOU LIVE IN AN OSTRICH
CALLED WALL","Miley Cyrus",2571
"I RIDE WALL
WITH TICKLES
AND CHILLS THROUGH MY BODY
AAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH","Miley Cyrus",2572
"IN MY BLOODSTREAM
EHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
PLEASURE
PLEASE","Miley Cyrus",2573
"CHORUS:
CARESS ME
TOUCH ME
FEEL ME
KISS ME ","Miley Cyrus",2574
"UP THERE
ON MY FEET
I'M UPSIDE DOWN
WITH A HAMMER","Miley Cyrus",2575
"CALLED JEREMY
HE LIKES THINGS
CERTAIN THINGS
CALLED WALL","Miley Cyrus",2576
"MY WALL
THIS IS MY WALL
LEAVE JEREMY
LEAVE ME AND WALL","Miley Cyrus",2577
"CHORUS:
CARESS ME
TOUCH ME
FEEL ME
KISS ME ","Miley Cyrus",2578
"MAKING SOUNDS
YOU CAN HAVE SEX NOW
NOW, NOW
ARNOLD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Miley Cyrus",2579
"DON'T BE HASTY
BECAUSE YOU'RE PASTY
LIKE PHILIDELTHIA
CHEESEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE","Miley Cyrus",2580
"NOW BE WEALTHIER
PLEEASEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
EAT ME
OR DIE","Miley Cyrus",2581
"EAT ME OR
DIE
KISSES ALONG THE SCARS
READ ROMANCE BOOKS OUT LOUD","Miley Cyrus",2582
"WHAT THE....
P
E
A
C
E","Miley Cyrus",2583
"O
U
T","Miley Cyrus",2584
"D
U
D
E
S","Miley Cyrus",2585
"MAKE LOVE
STAY SAFE PEEPS.
WEAR PROTECTION
LIKE ME AND WALL","Miley Cyrus",2586
"ZE END","Miley Cyrus",2587
"Jolene, Jolene, Jolene, Jolene
I'm begging of you please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can ","Miley Cyrus",2588
"Your beauty is beyond compare
With flaming locks of auburn hair
With ivory skin and eyes of emerald green
Your smile is like a breath of spring
Your voice is soft like summer rain
And I cannot compete with you
Jolene ","Miley Cyrus",2589
"He talks about you in his sleep
And there's nothing I can do to keep
From crying when he calls your name
Jolene ","Miley Cyrus",2590
"And I can easily understand
How you could easily take my man
But you don't know what he means to me
Jolene ","Miley Cyrus",2591
"Jolene, Jolene, Jolene, Jolene
I'm begging of you please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can ","Miley Cyrus",2592
"You could have your choice of men
But I could never love again
He's the only one for me
Jolene ","Miley Cyrus",2593
"I had to have this talk with you
My happiness depends on you
And whatever you decide to do
Jolene ","Miley Cyrus",2594
"Jolene, Jolene, Jolene, Jolene
I'm begging of you please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him even though you can
Jolene, Jolene","Miley Cyrus",2595
"So what you see
Is only half the story
There's another side of me","Miley Cyrus",2596
"I'm the girl you know
But I'm someone else too
If you only knew","Miley Cyrus",2597
"It's a crazy life
But I'm alright","Miley Cyrus",2598
"CHORUS
I got everything I've always wanted
Living the dream
So yeah, everything I've always wanted
Isn't always what it seems
I'm a lucky girl
Whose dreams came true
But underneath it all
I'm just like you","Miley Cyrus",2599
"Don't wanna be
Treated differently
I wanna keep it all inside","Miley Cyrus",2600
"Half the time
I've got my name in lights
The other half
I'm by your side","Miley Cyrus",2601
"It's a crazy life
But I'm just fine","Miley Cyrus",2602
"Chorus","Miley Cyrus",2603
"Can't you see
I'm just an ordinary girl
Living in an extraordinary world
Trying to live
Trying to learn
Trying to just be who I am
Who I am","Miley Cyrus",2604
"Chorus","Miley Cyrus",2605
"Don't keep me waiting, anticipating
Treating me like a fool
I got news for you
I'm turning my back
I'm dropping a bomb on you","Miley Cyrus",2606
"You want me
You need me
Believe me, you'll be callin'
You love me
You hate me
Believe me, you'll come crawlin'","Miley Cyrus",2607
"So get down and get off
Let me show you what you'll be missing
We break up, you break down
Gonna drag you through this kicking and screaming","Miley Cyrus",2608
"Don't keep me guessing your favorite obsession
Don't get me a lame excuse
Is it me that you're messing
It's the same old confession
You're the one with something to lose","Miley Cyrus",2609
"Watch out now
Don't blackout
There's no doubt
You can't have it
Control you
I'll own you
I'll show you, but you still can't have it","Miley Cyrus",2610
"So get down and get off
Let me show you what you'll be missing
We break up, you break down
Gonna drag you through this kicking and screaming
So get down and get off
You're not the only one that I've been missing
We break up, you break down
Gonna drag you through this kicking and screaming","Miley Cyrus",2611
"You'll be kicking and screaming
You'll be kicking and screaming
But I'm so deceiving, you'll be kicking and screaming","Miley Cyrus",2612
"Watch out now
You'll find out
You'll cry out
There's no one above me
I play hard
Don't run far
Come back now, I really do like you...","Miley Cyrus",2613
"So get down and get off
Let me show you what you'll be missing
We break up, you break down
Gonna drag you through this kicking and screaming
So get down and get off
You're not the only one that I've been missing
We break up, you break down
Gonna drag you through this kicking and screaming","Miley Cyrus",2614
"You'll be kicking and screaming
You'll be kicking and screaming","Miley Cyrus",2615
"Kicking and screaming","Miley Cyrus",2616
"Kicking
And
Screaming","Miley Cyrus",2617
"Everybody makes mistakes
Everybody has those days","Miley Cyrus",2618
"1, 2, 3, 4","Miley Cyrus",2619
"Everybody makes mistakes
Everybody has those days
Everybody knows what, what I'm talkin' about
Everybody gets that way
(repeat)","Miley Cyrus",2620
"Sometimes I'm in a jam
I gotta make a plan
It might be crazy
I do it anyway","Miley Cyrus",2621
"The way to know for sure
I figure out a cure
I'm patchin' up the holes
But then it overflows","Miley Cyrus",2622
"If I'm not doin' too well
Why be so hard on myself","Miley Cyrus",2623
"Nobody's perfect
I gotta work it
Again and again 'til I get it right
Nobody's perfect
You live and you learn it
And if I messed it up sometimes
Nobody's perfect","Miley Cyrus",2624
"Sometimes I work a scheme
But then it flips on me
Doesn't turn out how I planned
Get stuck in quicksand","Miley Cyrus",2625
"The problem can be solved
Once I get involved
I try to be delicate
Then crash right into it","Miley Cyrus",2626
"But my intentions are good
Sometimes just misunderstood","Miley Cyrus",2627
"Nobody's perfect
I gotta work it
Again and again 'til I get it right
Nobody's perfect
You live and you learn it
And if I messed it up sometimes
Nobody's perfect
I gotta work it
I know in time I'll find a way
Nobody's perfect","Miley Cyrus",2628
"Sometimes I fix things up
And they fall apart again
I know I mix things up
But I always get it right in the end
You know I do","Miley Cyrus",2629
"Spoken:
Next time you feel like
It's just one of those days
When you just can't seem to win
If things don't turn out the way you planned
Figure something else out
Don't stay down, try again","Miley Cyrus",2630
"Nobody's perfect
I gotta work it
Again and again 'til I get it right
Nobody's perfect
You live and you learn it
And if I messed it up sometimes
Nobody's perfect
I gotta work it
I know in time I'll find a way
Nobody's perfect
You live and you learn it
'Cause everybody makes mistakes
Nobody's perfect","Miley Cyrus",2631
"Nobody's perfect
No, no
Nobody's perfect","Miley Cyrus",2632
"Why do I just lie awake and think of you?
I need some sleep.
Tomorrow I have things to do.
Everytime I close my eyes I see your face,
So I try to read, but all I do is lose my place.","Miley Cyrus",2633
"Chorus
Am I obsessed with you?
I do my best not to want you.
But I do all the time.
I do all the time.","Miley Cyrus",2634
"I just had to call you up and say hello.
I know it's 3 AM.
And I saw you awhile ago.
But I still have this aching pain to hear your voice
To know your there
I don't seem to have any choice.","Miley Cyrus",2635
"Chorus
Am I obsessed with you?
I do my best not to want you.
But I do all the time.
I do all the time.","Miley Cyrus",2636
"Oh yeah.
I'm so sorry I just had to wake you up.
I feel so lonely by myself.
Is this the way it feels when you're in love?
Or is this something else?
Yeah.","Miley Cyrus",2637
"Yeeah.","Miley Cyrus",2638
"Chorus
Am I obsessed with you?
I do my best not to want you.
But I do all the time.
I do all the time.","Miley Cyrus",2639
"Oooh yeah
But I do all the time, I want you all the time.
Am I obsessed with you?","Miley Cyrus",2640
"Don't get me wrong, I love who I am
I don't want to be ungrateful, it probably sounds strange
I really love the role I play
The songs I sing, but with all the fame","Miley Cyrus",2641
"The things that seem so simple
Are suddenly so far out of reach
Wish that they could see that underneath
I'm just an ordinary girl","Miley Cyrus",2642
"Sometimes I'm lazy, I get bored
I get scared, I feel ignored
I feel happy, I get silly
I choke on my own words","Miley Cyrus",2643
"I make wishes, I have dreams
And I still want to believe
Anything could happen in this world
For an ordinary girl","Miley Cyrus",2644
"Like you, like me
For an ordinary girl
Like you, like me","Miley Cyrus",2645
"How are you? Hello, goodbye
One day here, one day there, and again it's time to go
Ms. Popular, always on the roll
Put my best foot forward, gotta get on with the show","Miley Cyrus",2646
"Strike a pose for the front cover of a magazine
Everywhere I arrive, I get high-fives
They pay me larger than life [YEAH!]
I'm just an ordinary girl","Miley Cyrus",2647
"Sometimes I'm lazy, I get bored
I get scared, I feel ignored
I feel happy, I get silly
I choke on my own words","Miley Cyrus",2648
"I make wishes, I have dreams
And I still want to believe
Anything could happen in this world
For an ordinary girl","Miley Cyrus",2649
"So give it everything
Or nothing at all
Get back on your feet
When you stumble and fall","Miley Cyrus",2650
"A little luck can go a long way
So don't you worry 'bout what people say
Who knows where the wind may blow
For an ordinary girl [Mmmm]","Miley Cyrus",2651
"I'm just an ordinary girl","Miley Cyrus",2652
"Sometimes I'm lazy, I get bored
I get scared, I feel ignored [Yeah!]
I feel happy, I get silly
I choke on my own words","Miley Cyrus",2653
"I make wishes, I have dreams
And I still want to believe
Anything could happen in this world
For an ordinary girl","Miley Cyrus",2654
"Like you, like me
For an ordinary girl
Like you, like me
For an ordinary girl","Miley Cyrus",2655
"For an ordinary girl
Like me, like you","Miley Cyrus",2656
"Look at this stuff
Isn't it neat?
Wouldn't you think my collection's complete?
Wouldn't you think I'm the girl
The girl who has ev'rything?
Look at this trove
Treasures untold
How many wonders can one cavern hold?
Lookin' around here you'd think
(Sure) she's got everything","Miley Cyrus",2657
"I've got gadgets and gizmos aplenty
I've got whozits and whatzits galore
(You want thingamabobs?
I got twenty)
But who cares?
No big deal
I want more","Miley Cyrus",2658
"I wanna be where the people are
I wanna see
Wanna see 'em dancin'
Walkin' around on those
(Whad'ya call 'em?)  feet
Flippin' your fins you don't get too far
Legs are required for jumpin', dancin'
Strollin' along down a
(What's that word again?) street","Miley Cyrus",2659
"Up where they walk
Up where they run
Up where they stay all day in the sun
Wanderin' free
Wish I could be
Part of that world","Miley Cyrus",2660
"What would I give
If I could live
Outta these waters?
What would I pay
To spend a day
Warm on the sand?
Betcha on land
They understand
Bet they don't reprimand their daughters
Bright young women
Sick o' swimmin'
Ready to stand","Miley Cyrus",2661
"And ready to know what the people know
Ask 'em my questions
And get some answers
What's a fire and why does it
(What's the word?) burn?","Miley Cyrus",2662
"When's it my turn?
When's it my turn?
Up where they walk
Up where they run
Up where they stay all day in the sun
Wanderin' free
Wish I could be
Part of that world
Up where they walk
Up where they run
Up where they stay all day in the sun
Wanderin' free
Wish I could be
Part of that world","Miley Cyrus",2663
"I hopped off the plane at L.A.X. with a dream and my cardigan
Welcome to the land of fame, excess, whoa! am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign","Miley Cyrus",2664
"This is all so crazy, everybody seems so famous
My tummy's turnin' and I'm feelin' kinda sexy
Too much pressure and I'm nervous
That's when the taxi man turned on the radio","Miley Cyrus",2665
"And the Jay-Z song was on
And the Jay-Z song was on
And the Jay-Z song was on","Miley Cyrus",2666
