"popsong_lyrics","singer","element_id"
"You like the top and the bottom
You made it drop and then caught 'em
And when you rock 'em you got 'em
Oh my God ?em, oh my God ?em
(Let me feel you baby, cause I understand)
You rock the top and the bottom
You make it drop and get on 'em
And when you rock 'em you got 'em
Oh my God I'm, oh my God I'm
(Let me feel you baby, cause I understand)","Pink",562
"I understand
Now let me show you where to put that hand
My litte red engine says, 'I think I can, I think I can'
I got your coochie coo, how 'bout you
I got your coochie coo too","Pink",563
"La da da da da
Oh my God I'm, oh my God I'm
La da da da da
Oh my God I'm, oh my God I'm
La da da da da (Oh my God)
Oh my God I'm, oh my God I'm
La da da da da (Oh my God)
Oh my God I'm, oh my God I'm
La da da da da (Oh my God)
Oh my God I'm, oh my God I'm
La da da da da (Oh my God)
Oh my God I'm, oh my God I'm
La da da da da (Oh my God)
Oh my God I'm, oh my God I'm","Pink",564
"Okay stop, hahahahaha","Pink",565
"Verse 1:
Put me on the table
Make me say your name
If I can't remember
Then give me all your pain
I can sit and listen
Or I can make you scream
Kiss it and make it better
Just put your trust in me","Pink",566
"Chorus:
Oh my God, go a little slower
Oh my God, what was that again
L da da, let me feel you baby
Let me in, 'cause I understand
Let me feel you baby
'Cause I understand","Pink",567
"Rap:
I understand it all
Now climb my sugar walls
Problem solved it's dissolved
with the solvent know as spit
Lickity lick not too quick it's a
Slick ride make my mink slide
'Cause we're all pink inside","Pink",568
"Verse 2:
This can be really easy
It doesn't have to be hard
Here baby let me show you
I'll have ya, climbing up the walls
You got all the problems
I think that I can solve
Why don't you come in here baby
Why don't we sit and talk","Pink",569
"Chorus","Pink",570
"Rap:
You like the top and the bottom
You made a drop and then caught 'em
And when you rock then you've got 'em
Oh my God 'em oh my God 'em","Pink",571
"Adlibs","Pink",572
"Ha ha
[Pink]
Ohhh oohhhhh
Yeah yeah.
Are you ready
For Pink and Cuban Link?
Are you ready?
Ohh oooh.","Pink",573
"[Pink]
Its Pink and Cuban Link.
This is the club with a latin swing.
So if ya wit' it baby
Blaze up a blunt
Drink till your drunk.
Ain't no rules
Where we're from.
Do your thing.
Play how you want
Its Pink and Cuban Link
Cause he be shinin' like a diamond ring.
Now we be bringin it straight from the Bronx
Drinkin dom prignon
Till six in the mornin'
There's a party goin on!","Pink",574
"Yeah, yo
Mommas be lickin their lips
Lookin as if they wanna give me a kiss
Shakin' their hips
I'm so good that they be givin me tips
Is it perhaps
That they think I'm really handsome and s**t
Or just the fact that I'm latin
And I'm packin the dick
No matter what it is i'm wit' it
Don't be actin' shy or timid
If you want it i'm-a give it
No gimicks and sky's the limit
Baby, don't stop
Get it, get it
Pump that pussy
Lemme hit it
If you wit' it
Admit it
I don't talk it I live it
Give it a minute
And I'm already half way there
There's isn't still not a player
With your ass in the air
Takin your underwear's off
Cause I just dont care
Dead in the middle of the dance floor
Naked, oh yeah
Take it and get it
Cause the rhythm got you shakin' your rear
You got a glare
Like you haven't been
Fucked in a year
Touchin' your hair
While I whisper
Sweet nothins in your ear
Love champagne
But I'd just rather
Guzzle a beer
Come over hear, honey
Cause you ain't got nothin to fear
Get somethin clear
I'm a player
But you can trust me dear
So look it here
If there's a party
Mami, meet me at the pier
We can stay in Manhattan
And have a passionate affair
Yeah, yeah","Pink",575
"[Pink]
Its Pink and Cuban Link.
This is the club with a latin swing.
So if ya wit' it baby
Blaze up a blunt
Drink till your drunk.
Ain't no rules
Where we're from.
Do your thing.
Play how you want
Its Pink and Cuban Link
Cause he be shinin' like a diamond ring.
Now we be bringin it straight from the Bronx
Drinkin dom prignon
Till six in the mornin'
There's a party goin on!","Pink",576
"[Cuban Link]
New York City
Where the thugs out
Get the snub tucked under the gut while
I'm in the club
In a tuxedo gettin buffed out
'Nuff clout
Bobbin' up and down
With the rough style
Of a tough crowd
Guess I'm buck wild
Now it's Uptown's in the house
Without a doubt
I'm from the South Bronx
I love it when they
Put it in their mouth
Make 'em shout
Shake your body
Mami, stick that tongue out
Break it down
Cuban Link is gonna leave you strung out
But no doubt
Freak out
We gonna have some fun now
Rock the crowd
Bump it loud
From sunrise to sundown
Check the files
I'm a wild dude
Loud buddah
Pile drive you
Just like Raul
I betcha I make you do what I do
Besides, boo
People, when they lie, tell the truth
I have you flyin' through the roof
Just come and ride it for the proof
Its Mr. Cuban Link, baby
And I'll do my thing, baby
Whether the rappin' or singin
In Spanish, English or Reggae
But baby, baby
Mamita, dame un beso asi
Its all on me
But only if the sex for free","Pink",577
"[Dialogue]
Pink: Papi, where do you want me to kiss you at? On your chest?
Cuban Link: A little lower, baby.
Pink: Where on your belly button?
Cuban Link: A lil' on the left. Oh that's what I'm talkin' about.","Pink",578
"[Pink]
Its Pink and Cuban Link.
This is the club with a latin swing.
So if ya wit' it baby
Blaze up a blunt
Drink till your drunk.
Ain't no rules
Where we're from.
Do your thing.
Play how you want
Its Pink and Cuban Link
Cause he be shinin' like a diamond ring.
Now we be bringin it straight from the Bronx
Drinkin dom prignon
Till six in the mornin'
There's a party goin on!","Pink",579
"[Cuban Link]
Non Stop!","Pink",580
"Ha ha.
[Pink]
Ohhh oohhhhh
Yeah yeah.
Are you ready
For Pink and Cuban Link?
Are you ready?
Ohh oooh.","Pink",581
"Chorus:
[Pink]
Its Pink and Cuban Link.
This is the club with a latin swing.
So if ya wit' it baby
Blaze up a blunt
Drink till your drunk.
Ain't no rules
Where we're from.
Do your thing.
Play how you want
Its Pink and Cuban Link
Cause he be shinin' like a diamond ring.
Now we be bringin it straight from the Bronx
Drinkin dom prignon
Till six in the mornin'
There's a party goin on!","Pink",582
"[Cuban Link]
Yeah, yo Mommas be lickin their lips
Lookin as if they wanna give me a kiss
Shakin' their hips
I'm so good that they be givin me tips
Is it perhaps
That they think I'm really handsome and ****
Or just the fact that I'm latin
And I'm packin the ****
No matter what it is i'm wit' it
Don't be actin' shy or timid
If you want it i'm-a give it
No gimicks and sky's the limit
Baby, don't stop
Get it, get it
Pump that *****
Lemme hit it
If you wit' it
Admit it I don't talk it I live it
Give it a minute
And I'm already half way there
There's isn't still not a player
With your *** in the air
Takin your underwear's off
Cause I just dont care
Dead in the middle of the dance floor
Naked, oh yeah
Take it and get it
Cause the rhythm got you shakin' your rear
You got a glare
Like you haven't been
***ked in a year
Touchin' your hair
While I whisper
Sweet nothins in your ear
Love champagne
But I'd just rather
Guzzle a beer
Come over hear, honey
Cause you ain't got nothin to fear
Get somethin clear
I'm a player
But you can trust me dear
So look it here
If there's a party
Mami, meet me at the pier
We can stay in Manhattan
And have a passionate affair
Yeah, yeah","Pink",583
"Chorus","Pink",584
"[Cuban Link]
New York City;
Where the thugs out
Get the snub tucked under the gut while
I'm in the club
In a tuxedo gettin buffed out
'Nuff clout
Bobbin' up and down
With the rough style
Of a tough crowd
Guess I'm buck wild
Now it's
Uptown's in the house
Without a doubt
I'm from the South Bronx
I love it when they
Put it in their mouth
Make 'em shout
Shake your body
Mami, stick that tongue out
Break it down
Cuban Link is gonna leave you strung out
But no doubt
Freak out
We gonna have some fun now
Rock the crowd
Bump it loud
From sunrise to sundown
Check the files
I'm a wild dude
Loud buddah
Pile drive you
Just like Rau
l I betcha I make you do what I do
Besides, boo
People, when they lie, tell the truth
I have you flyin' through the roof
Just come and ride it for the proof
Its Mr. Cuban Link, baby
And I'll do my thing, baby
Whether the rappin' or singin
In Spanish, English or Reggae
But baby, baby
Mamita, dame un beso asi.
Its all on me
But only if the sex for free","Pink",585
"[Dialouge]
Pink: Papi, where do you want me to kiss you at? On your chest?
Cuban Link: A little lower, baby.
Pink: Where on your belly button?
Cuban Link: A lil' on the left. Oh that's what I'm talkin' about.","Pink",586
"(Repeat chorus)
(Ad-Libs)
[Cuban Link]
Non Stop!","Pink",587
"Pretty girl is suffering, while he confesses everything
Pretty soon she'll figure out what his intentions were about
And that's what you get for falling again
You can never get him out of your head
And that's what you get for falling again
You can never get him out of your head","Pink",588
"It's the way
That he makes you feel
It's the way
That he kisses you
It's the way
That he makes you fall in love","Pink",589
"She's beautiful, as usual, with bruises on her ego and
Her killer instinct tells her to beware of evil men
And that's what you get for falling again
You can never get him out of your head
And that's what you get for falling again
You can never get him out of your head","Pink",590
"It's the way
That he makes you feel
It's the way
That he kisses you
It's the way
That he makes you fall in love","Pink",591
"It's the way
That he makes you feel
It's the way
That he kisses you
It's the way
That he makes you fall in love","Pink",592
"Pretty girl, pretty girl","Pink",593
"Pretty girl is suffering while he confesses everything
Pretty soon she'll figure out
You can never get him out of your head","Pink",594
"It's the way
That he makes you cry
It's the way
That he's in your mind
It's the way
That he makes you fall in love","Pink",595
"It's the way
That he makes you feel
It's the way
That he kisses you
It's the way
That he makes you fall in love'love","Pink",596
"Silly you, silly me
To letcha in and put a move on me
Yeah yeah yeah
Never once asked for love
Always took it for what it's worth, memories
[Bridge:]
See I dont wanna meet on a lonely street
Where the talk is cheap and the price is sweet
I'm not that girl, Im not that girl
And you dont wanna see the other side of me
So I'm gonna hit ya off and I'm gonna set ya free
Before you fall too deep, don't fall too deep","Pink",597
"[Chorus:]
He don't know
I'm gonna be the one who's gonna let him go
Even if he wants to stay, I'll let him go
Cuz all he wants from me is a private show
Ohhh...","Pink",598
"He's all talk, think's he knows, how this game's supposed to go
For everyone
Still it seems, he can't see
Thinks he's just usin' me, usin' me","Pink",599
"[Repeat Bridge]","Pink",600
"[Repeat Chorus]","Pink",601
"He don't know
Maybe if he wasn't such a gigalo, (a nasty hoe)
I would let him stay, instead I let him go
Cuz all he wants from me is a private show
Ohhh...","Pink",602
"He dont know
I'm gonna be the one who's gonna let him go, I let him go
Private show, oh no no no no
He don't know, I let him go, nasty hoe
Ohhh, pri-vate show, he don't know, he don't know
Let him go...even if he wants to stay I'll let him go
Cuz all he wants from me is a private show...oh oh oh
He don't know...oh oh oh...he don't know","Pink",603
"Tonight is the night
Where the night turns cold and gray
I see a shooting sky
So high...
That the higher you look
Nothing's there...
Nothing's there...","Pink",604
"In the air
Quiet winds are blowing
Suddenly the sky turns blue
So blue...
That the higher you see it
Nothing's there...
Nothing's there...","Pink",605
"I want to forget
The things I promised you
If I give you a chance
Suddenly your love will change
Change","Pink",606
"Warm, cool morning
In the summer fields
The air becomes visible
Blocking the ways of my path
I'm ready for the journey
Of my life...","Pink",607
"Quisiera","Pink",608
"Me gusta explicar
Que tu cuerpo me ilumino
Y ahora mi interior
Se vuelve loco con tu amor
Con tu amor?","Pink",609
"Muero por besar
Tus labios sabor a sal
Y quiero imaginar
Tenerte solo para mí","Pink",610
"(CORO)
Y yo quisiera ser el mar
Para tocar tu piel
Quisiera ser parte de ti
Y nunca más salir
Déjame entrar","Pink",611
"Yo no puedo soñar
Tú eres la eternidad
Estoy apunto de estallar
Al saber que tu ya no estas?
Que tu ya no estas","Pink",612
"(CORO X2)
Y yo quisiera ser el mar
Para tocar tu piel
Quisiera ser parte de ti y así jamás salir","Pink",613
"Déjame entrar","Pink",614
"Oh Radical Read you make me want to scream
Radical read I just know you are not mean","Pink",615
"Who are you going to homecoming with
Cause i would love to take you (take you)","Pink",616
"Oh radical read you blow my mind
Radical read you are so kind","Pink",617
"My favorite friend of sexy sarah
I wish my name was Kenny or Kara","Pink",618
"Leesville is your high school
That is really really cool","Pink",619
"I tryed on the same shirt you had
But it mad me look really bad","Pink",620
"Radical Read Radical Radical Read
You are not mean but you make me want to sream
I don't know who your going to homecoming with but I'd love to take you
You blow my mind and you are so kind
You are a friend of sexy sarah and I wish my namr were Kara
You go to high school and that is cool
I tryed on your shirt you had but i looked bad","Pink",621
"Radical Read Radical Read you are my favorite","Pink",622
"1 and 2 and 3 and 4
This my rap song","Pink",623
"1'2?3'4
I get really sick and tired of boys up in my face
Pick up lines like ""What's your sign"" won't get
you anyplace
When me and all my girls go walking down the
street
It seems we can't go anywhere without a car that
goes ""Beep'beep""","Pink",624
"Cuz this body is a priceless piece of lovin?
unconditionally
So? Mr. Big'stuff? who you think you are
You was thinkin? you's gonna get it for free
Now? now? now?","Pink",625
"Hey ladies
?Yeah!?
""et ?em know it ain't easy
R'E?S'P?E'C?T
""et's come togeta?
Sista's
?Yeah!?
Its time to be greedy
Nothin? good comes for free","Pink",626
"Mirror on the wall? damn I sure look fine
I can't blame those horny boys? I would make me
mine
When I pass you in a club? ""Ooh? lala!"" you gasp
Back up boy? I ain't your toy? or your piece of
ass","Pink",627
"Cuz this body is a priceless piece of lovin?
unconditionally
So? Mr. Big'stuff? who you think you are
You was thinkin? you's gonna get it for free
Now? now? now","Pink",628
"Hey ladies
?Yeah!?
""et ?em know it ain't easy
R'E?S'P?E'C?T
""et's come togeta?
Sista's
?Yeah!?
Its time to be greedy
Nothin? good comes for free","Pink",629
"Hey ladies
?Yeah!?
""et ?em know it ain't easy
R'E?S'P?E'C?T
""et's come togeta?
Sista's
?Yeah!?
Its time to be greedy
Nothin? good comes for free","Pink",630
"No jealousy? no envy girls? c'mon? let's work it
out
No freebies in the limousine? that's not what its
about
""et ?em know there's work to do? give it up he
won't call you
Respect is just a minimum? go on girl and get you
some","Pink",631
"1'2?3'4","Pink",632
"Hey ladies
?Yeah!?
""et ?em know it ain't easy
R'E?S'P?E'C?T
""et's come togeta?
Sista's
?Yeah!?
Its time to be greedy
Nothin? good comes for free","Pink",633
"Hey ladies
?Yeah!?
""et ?em know it ain't easy
R'E?S'P?E'C?T
""et's come togeta?
Sista's
?Yeah!?
Its time to be greedy
Nothin? good comes for free","Pink",634
"""et's come together
C'mon girls let's work it out
""et's come together
We'll show them what we're talkin? bout
""et's come together
C'mon girls let's work it out
""et's come together
""et's come together
""et's come together
Nothin? good comes for free","Pink",635
"Artist : Lil' Kim
Song : It's Like Romeo And Juliet
Album :
Submitted by : Danie
Corrected by : Jess Zamora
Rated : 9.2 (22 votes)","Pink",636
"Chorus:
Its like Romeo and Juliet
Hot sex on a platta just to get you wet
Yousa' bout' to get in something you will never regret
And its gonna be the bomb this is what I bet, Yup  (2x)","Pink",637
"Silk-E Fyne:
Since the first time I saw ya,
I knew I was attracted, reacted to the fact, on how you made me act
Shy, but sexy at the same time,
Always on my mind was a little bump and grind
Usually I dont play it that close
You gots to kick it with me
Before I serve you up with an overdose of that bomb ass Punane'
Make you my man
Aint got no love for nobody else but you
Cuz you's my boo
I prove to you, my love be true
So do you know where ya goin to
Through thick and thin baby
You all in, Time will reveal
That my love for you will never end
My heart keeps tickin'
No time for trickin'
You who I'm pickin'
So lay me down
Just give it a good lickin'
I'll treat ya like my king cuz you're royal
And only give my love to you because I'm loyal
Escape with me, Come ova to my place
I'll teach you a few things in loving making
Now I can't wait, I won't wait
So take me by my arms and rock me baby
Cuz Imma always and foreva be yo lady","Pink",638
"Repeat Chorus (2x)","Pink",639
"Silk-E Fyne:
After our first night
You dicovered, whos the bombest mammi
LA's finest, with my top dogz all around me
Down to ride
Harder to Bonnie and Clyde
With sexual heala's, you feel us
Baby, check my vibe
There'll neva be
A love like me
That got yo back in this industry
That got yo back in these streets
So you don't have to worry bout me, on the creep
And I don't want ya ever try to play me cheap
Cuz I don't sleep around
Because it's sleezy
Good lesson taught by my big homie Eazy
I gotz to compliment ya on how you pleaze me
Touch me but dont teaze me
Now put it in nice 'n' eazy
And Rub my body down I'm feelin weezy
And cuddle up to me
Cuz now I'm gettin sleepy
But Imma be dedicated to this relation
So stay away from all them cowards
So we can not be playa hated
Cuz if you wit me boo den
Keep it real
And if I catch you sleeping around
Then I'm gone have to chill
When you find good love
You best to keep it
I'm puttin all my sistas up on gangs
So won't you peep it","Pink",640
"Repeat Chorus (2x)","Pink",641
"I've got my things packed
My favorite pillow
Got my sleeping bag
Climb out the window
All the pictures and pain
I left behind
All the freedom and fame
I've gotta find
And I wonder
How long it'll take them to notice that I'm gone
And I wonder
How far it'll take me","Pink",642
"To run away
It don't make any sense to me
Run away
This life makes no sense to me
Run away
It don't make any sense to me
Run away
It don't make any sense to me","Pink",643
"I was just trying to be myself
Have it your way I'll meet you in hell
It's all these secrets that I shouldn't tell I've got to run away
It's hypocritical of you
Do as you say not as you do
I'll never be your perfect girl
I've got to run away","Pink",644
"I'm too young to be
Taken seriously
But I'm too old to believe
All this hypocrisy
And I wonder
How long it'll take them to see my bed is made
And I wonder
If I was a mistake","Pink",645
"I might have nowhere left to go
But I know that I cannot go home
These words are strapped inside my head
Tell me to run before I'm dead
Chase the rainbows in my mind
And I will try to stay alive
Maybe the world will know one day
Why won't you help me run away","Pink",646
"It don't make any sense to me
Run away
This life makes no sense to me
Run away","Pink",647
"I could sing for change
On a Paris street
Be a red light dancer
In New Orleans
I could start again
To the family
I could change my name
Come and go as I please
In the dead of night
You'll wonder where I've gone
Wasn't it you
Wasn't it you
Wasn't it you that made me run away","Pink",648
"I was just trying to be myself
Have it your way I'll meet you in hell
All these secrets that I shouldn't tell I've got to run away
It's hypocritical of you
Do as you say not as you do
Never be your perfect girl
I've got to run away
It don't make any sense to me
Run away
This life makes no sense to me
Run away
It don't make any sense to me
Run away
It don't make any sense to me","Pink",649
"This life makes no sense to me
It don't make no sense to me
It don't make any sense to me
Life don't make any sense to me","Pink",650
"im thugging on my hair
im pulling on my clothes
im trying to keep my cool
i know it shows..","Pink",651
"i know itz just a waste of time
so i'll make it short
and tell you that i care
samuel, tell me, what's wrong?
you make me feel so...
like ive got nothing to say
but i wanna tell you all","Pink",652
"when i see you coming through
i want to tell you all that stuff
that i just can't get enough
i wanna find a way for u to nodish me","Pink",653
"i know itz just a waste of time
so i'll make it short
and tell you that i care
samuel, tell me, what's wrong?
you make me feel so...
like ive got nothing to say
but i wanna tell you all","Pink",654
"i know that i'll never get what i see
but boy i feel you
is you feeling me?
never get enough of you boy
you're so sweet, so coy
i wanna love you till the end of time
but i just can't make you mine... :'(
you know i don't wanna cry
but u make me feel so messy
i dont want you to hurt me
and that you choose another girl above me
but i'll stop loving you, if i can","Pink",655
"i know itz just a waste of time
so i'll make it short
and tell you that i care
samuel, tell me, what's wrong?
you make me feel so...
like ive got nothing to say
but i wanna tell you all...","Pink",656
"i still hope that you'll say YES, babe
but i know it wil be no no no..
i'm asking for 1 thing
baby, tell me... yes dont tell me no no no!!!","Pink",657
"i know itz just a waste of time
so i'll make it short
and tell you that i care
samuel, tell me, what's wrong?
you make me feel so...
like ive got nothing to say
but i wanna tell you all...","Pink",658
"She's back on drugs again
Even though she knows it ain't right
She can't even call up her friends
And say ""help me save my life""
She's so ashamed of herself that she's come full circle
Nobody understands what it's like to
Be this girl
So she disappeared, and she
Wasn't clear, and she
Didn't say where she was going","Pink",659
"[Chorus]
Save my life, won't you help me
Save my life, won't you help me
Save my life, won't you hear me
Save my life, won't you help me","Pink",660
"She had the man of her dreams
And some success
And she was so happy, and looking well
It was this one dark night, that she
Slipped
And then the next morning that she
Felt like a piece of shit
So she's hanging out, and she's
With the crowd, and she's
Travelin' where the wind is blowing","Pink",661
"[Chorus]","Pink",662
"And he's a real good guy and he
Wants to save her 'cause he's
More than been there all before
And she's so confused and his heart is breaking and he
Dreams she's knocking on his door","Pink",663
"[Chorus]","Pink",664
"I do not trust, so I cannot love
(can't no man be trusted)
Oh no no no
And I would not dare to open up
(this life of yours is dusted Pink)
Well my rent's past due and now my car won't start, I hate the bus
(well aren't you glad you have somebody to talk to)
Tell me what do they see when they look at me
Do they see my many personalities","Pink",665
"[Chorus:]
Can you help me
Does anybody hear me
Can they even see me
This is my reality, oh oh","Pink",666
"(can it be my turn now, is it my turn Pink)
Said I'll say it again, you're my only friend
(I protect you from the world, I basically protect you from yourself)
Though I can't go on, I'm not satisfied with this being the end
(this is just the beginning)
Tell me why can't I just reach up and simply touch the sky
Tell me why can't I spread my arms and fly and fly and fly
Tell me why can't I say this, why can't I do that
Tell me what do they want from me, tell me how to act","Pink",667
"[Repeat Chorus 2x]","Pink",668
"So I'm putting it all on the table
(tell em' Pink)
You don't know me well enough to label me, sick, or even disturbed
When you break it down I'm just two girls
Trying to blend, trying to vibe
(trying)
Trying to live just one life
(so hard)
Everybody's got insanities...I got a split personality
Tell me why can't I just reach up and simply touch the sky
(why can't you)
Tell me why can't I spread my arms and fly and fly and fly
(you can)
Tell me why can't I say this, why can't I do that
(just do it)
Tell me what do they want from me, tell me how to act
(I can't, I can't)","Pink",669
"[Repeat Chorus 3x]","Pink",670
"Can you help me
(talk to me, talk to me, don't ignore me, I can't take it)
Do you hear me
Do you see me everytime
(oh calm down, it's not that serious, we'll be just fine without them)
It's all mine...it's my reality...it's just too much for me
(you're my friend, you're my friend...Pink!...Pink!)","Pink",671
"CHORUS
Wake up in the morning go to work
Fire up the truck and drive to Sonoma
Hop on the forklift
Fill up the truck with ten thousand pounds of newspaper
Ten thousand pounds of racist, trash, and lies
Drive the truck back to Santa Rosa put the newspaper in the recycle
So the rich white man can print out the same batch of lies
Again and again and again and again and again and again and again","Pink",672
"It's too bad the cops had to kill that man
But he had a broomstick and he was Asian
We know they're all samurai warriors
They're all kung fu masters
They're all just like Jackie Chan
It's too bad the cops had to restrain his wife
Cause she was a registered nurse and she tried to save his life
But that would go against rules and regulations
To just forget at 2 at night
We're so proud of our boys in blue
Cause they always do what's right
I saw Eileen today
I saw her children play in the courtyard
Lately it occurred to me
How does a mama tell her children their dad got killed by the police?","Pink",673
"CHORUS","Pink",674
"It's too bad the cops had to kill that kid
But someone called in a stolen walkman
The cops they chased him down but he refused to lie face on the ground
And he just walked away
The cop said, ""This punk can't walk away in the all black night
so I had to shoot him in the back of the head
From fifty feet away
I had to kill him it was self defense
I was afraid he would circle back around and kill me.""
I saw Corneleus speak today at the Hayward High
That other police stole his sons life away
Over a walkman that wasn't that much more than change
How does a father find justice for a son stolen away?
Stolen away
Stolen away
Stolen away
Stolen away
I don't want to hear your news cast anymore cause it's bullshit
I don't want to see your headlines anymore cause they're bullshit
I don't want to hear your press release anymore cause it's bullshit
I don't want to see your police report anymore cause it's bullshit","Pink",675
"[Chorus:]
I ain't lookin for a steady thing
I ain't lookin for what love brings
I'm still young and I ain't ready babe
I'm still lookin for some better days
I don't wanna give you everything
I just wanna make you feel things
If you ain't down to give me everything
Just throw it away","Pink",676
"Don't assume cuz I'm a woman
That I'll fall in love
Don't expect I'm young and need to be took care of
Don't wanna hear you got what I need
Cuz how would you know before we speak
You've gotta understand my side
I've had a crazy, crazy life
Nobody came along to open up my eyes
You've gotta take what you can get
Don't even bother with my heart
Cuz I get a feeling I won't let it start","Pink",677
"[Repeat Chorus]","Pink",678
"Please believe me
I've been down this road and back again
Learned my lesson and it was that love is not my friend
For the day I put my trust in you
Would be the day I say ""I do""
Don't expect me just to open up
Maybe I'm just a little scared
Please don't tell me what you think I wanna hear
Oh baby save it, I've heard it all before
There ain't nothin you could say, whoa, to make me change my ways","Pink",679
"[Repeat Chorus]","Pink",680
"So stop falling
Stop falling
You know you're falling....for me
Stop falling
Stop falling
Stop falling...for me
You've gotta understand my side
I've had a crazy, crazy life
Nobody came along to open up my eyes
Oh baby, take what you can get
Don't even bother with my heart
I get a feeling I won't let it start","Pink",681
"[Repeat Chorus]","Pink",682
"Stop falling...","Pink",683
"You ain't got no kind of feeling inside
I got something that will sure 'nuff set your stuff on fire
You refuse to put anything before your pride
I got something that will knock all your pride aside","Pink",684
"Tell me something good (tell me, tell me, tell me)
Tell me that you love me
Tell me something good (tell me, tell me, tell me)
Tell me that you like it, yeah","Pink",685
"Got no time is what you're known to say
I'll make you wish there were 48 hours to each day
Problem is you ain't been loved like you should
What I got to give will sure 'nuff do you good","Pink",686
"Tell me something good (tell me, tell me, tell me)
Tell me that you love me
Tell me something good (tell me, tell me, tell me)
Tell me that you like it, yeah","Pink",687
"Im a monkey in a tree..Ooh ahh ooh ahh ahh...
Im a swingin in a fancy ooh ahh ooh ahh ahh...","Pink",688
"Chorus:
G-T-Y-T thats my monkey name
I monkey in mah house
I monkey in ma skool
I monkey every-every where!!!","Pink",689
"OOH EEE OOO AHH AHH...Im a monkey swinging machine.","Pink",690
"OOOOOOOO EEEEEEEEE OOOOOOOO AAAAAAAAA AAAAAAAAA!!!","Pink",691
"Mmmm mm yeah
Oh oh
I stood by the exit door of the hotel cafe
He was playing with his band
I've always been a sucker had a weakness for a boy with a guitar and a drink in his hand
His words were like heaven in my hurricane
My knees buckled under
I thought everyone was watching me
Watching you save my life with the song","Pink",692
"You were mine
In the back of my mind
Oh just for one night
Just for a while","Pink",693
"There's always one that gets away
The one that sneaks up on you that slips away","Pink",694
"Two weeks later I was sitting in his apartment
He was making cappuchino
I said what kind of man makes cappuchino
We laughed
We laughed
We laughed
We laughed til tears ran down my face","Pink",695
"Oh but my man you're someone elses man
And that aint the man that I want
But you keep drawing me in with those big brown lion eyes","Pink",696
"You'll always be mine
In the back of my mind
Oh we had a night
Just a little wine","Pink",697
"There's always one that gets away
The one that sneaks up on you that slips away","Pink",698
"In a closed off corner of my heart yes
I'll always see your face
The one that got away
One that got away
The one that got away
The one that got away
Oh the one that got away
The one that got away
Oh the one that got away
The one that got away
Oh the one that got away
Yeah yeah
Oh oh oh oh
Yeah yeah
Oh","Pink",699
"I'm not a victim of cliches
I don't believe in soul mates
Happy endings only one
Oh and I met you and all that changed
I had a taste and you're still sitting on the tip of my tongue","Pink",700
"You were mine
Somewhere in time
I'll look for you first
In my next life","Pink",701
"There's always one that gets away
The one that sneaks up on you that slips away
Slips away
In a closed off corner of my heart yeah yeah yeah yeah
I I'll always see your face
The one that got away
The one that got away
The one that got away
The one that got away
Oh the one that got away
The one that got away
Oh the one that got away
The one that got away
The one that got away
Yeah yeah
Oh oh yeah
The one that got away","Pink",702
"Please don't come around talkin bout that you love me
Cuz that love shit just ain't for me
And I dont wanna hear that you adore me
And I know that all you're doin is runnin your mind games
Don't you know my game beats these games
So your best bet is to be straight with me
So you say you wanna talk, let's talk
If you won't talk, I'll walk, yeah it's like that
Got a new man, he's waiting out back
Now what, what you think about that
Now when I say I'm through, I'm through
Basically, I'm through with you
Whatcha wanna say, had to have it your way, had to play games
Now you're beggin me to stay","Pink",703
"[Chorus:]
There you go, lookin pitiful
Just because I let you go
There you go, talkin bout you want me back
But sometimes it be's like that, so
There you go, talkin bout you miss me so, that you love me so, why I let ya go
There you go cause your lies got old, look at you
There you go","Pink",704
"Please don't come around talkin bout how you changed
How you said good-bye to what's-her-name
All it sounds like to me is new game
And I was right when I thought I'd be much better off without you
Had to get myself from round you, cuz my life was all about you","Pink",705
"So you say you wanna talk, I don't
Say you wanna change, I won't
Yeah, it's like that
Had your chance, won't take ya back
Now what, whatcha think about that
And when I say I'm through, I'm through
Basically I'm through wit you
Whatcha wanna say
Had to have it your way, had to play games, now you're beggin me to stay","Pink",706
"[Repeat Chorus]","Pink",707
"Oooh, don't you wish you could turn the hands of time
Don't you wish you still were mine
Don't you wish I'd take you back
Don't you wish that things were simple like that, oh
Didn't miss a good thing till it was gone
But I knew it wouldn't be long, till you came runnin back
Missin my love, there you go","Pink",708
"[Repeat Chorus 3x]","Pink",709
"So there you go, there you go","Pink",710
"Well tonight's the night I'm gonna get right
Gonna hit the scene with my friends
Tonight's the night Imma feel alright, feel alright again
Tonight's the night Imma do what I gotta do to get out of here
Tonight's the night Imma feel alright, feel alright again","Pink",711
"Bought myself a quick, cheap ticket
I'm looking for a brand new scene
Gotta get the hell outta Hollwyood
Cause everything is halloween
Hit the town brass knuckles
Make all the good people stare
I hope I don't end up in jail
But then again I don't realy care","Pink",712
"Tonight's the night I'm going to get right
Gonna hit the scene with my friends
Tonight's the night Imma feel alright, feel alright again
Tonight's the night Imma do what I gotta do to get out of here
Tonight's the night Imma feel alright, feel alright again","Pink",713
"Think it's time to have some fun
But what am I gonna wear
And where are we gonna go
And who's gonna do my hair
Got these hot-*** boots
But ain't got nothin to do
Somebody better give me some gas money
We're sitting here like fools","Pink",714
